position,company,reviews,location,roles,python,r,sas,oracle,java,sql,dataviz,statistics,excel,business_intelligence,communication,machine_learning,teamwork
compensation and hris analyst,scientific research corporation,90.0,"atlanta, ga 30339",different_field,False,True,False,False,False,False,False,True,True,False,True,False,False
sr quantitative finance analyst,bank of america,21954.0,"atlanta, ga 30308 ",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
"director, customer analytics","carters, inc",1178.0,"atlanta, ga 30326 ",different_field,False,True,False,False,False,False,True,False,False,False,False,False,False
information systems security officer - rsd,georgia tech research institute,496.0,"atlanta, ga 30318 ",different_field,False,True,False,False,False,False,False,False,True,False,True,False,True
data science - senior manager - atlanta,capgemini,5720.0,"atlanta, ga",data_scientist,True,True,True,True,False,True,False,True,True,False,False,True,False
account executive - healthcare sales,chartspan,11.0,"atlanta, ga 30308 ",different_field,False,True,False,False,False,False,False,False,False,False,True,False,False
front end engineer,loyal,10.0,"atlanta, ga",different_field,False,True,False,False,True,False,False,False,True,False,False,True,False
"professional development manager - mckinsey academy, new ventures",mckinsey & company,385.0,"atlanta, ga 30318 ",different_field,False,True,False,False,False,False,False,False,True,False,False,False,False
software researcher - cipher,georgia tech research institute,496.0,"atlanta, ga 30318 ",different_field,True,True,False,False,True,False,False,False,False,False,False,False,False
systems software engineer,emory university,550.0,"atlanta, ga",different_field,False,True,False,False,True,True,False,False,False,False,True,False,False
digital marketing consultant - automotive retail - atlanta,cdk global,230.0,"atlanta, ga 30301 ",different_field,False,True,False,False,False,False,False,False,True,False,False,False,False
senior packaging engineer i - pet,the coca-cola company,7236.0,"atlanta, ga 30301 ",different_field,False,True,False,False,False,False,False,False,True,False,False,False,False
"junior devops software engineer – secureworks – atlanta, ga, austin, tx or remote",dell,8380.0,"atlanta, ga",different_field,True,True,False,False,False,False,False,False,False,False,False,False,False
"senior scientist, development",asuragen,8.0,"austin, tx",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
data software engineer,kelvin,5.0,"austin, tx",different_field,True,True,False,False,False,True,False,False,False,False,False,False,False
bioinformatics scientist,premierehire,5.0,"austin, tx",different_field,True,True,False,False,False,False,False,False,False,False,True,False,False
"research engineering/ scientist associate ii - research associate, data integration team, department of population health",university of texas at austin,772.0,"austin, tx",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
lead data scientist,clockwork solutions,5.0,"austin, tx 78746",data_scientist,True,True,False,True,True,True,True,True,False,False,False,True,False
"sr software engineer, applied machine learning",apple,5786.0,"austin, tx",machine_learning_engineer,False,True,False,False,True,True,False,False,True,False,True,True,False
"senior operations analyst, omni",spectrum brands,228.0,"austin, tx",different_field,False,True,True,False,False,False,False,False,True,False,True,False,True
senior machine learning research scientist,arm,31.0,"austin, tx",machine_learning_engineer,False,True,False,False,False,False,False,False,False,False,True,True,False
gbo data scientist - sr. advisor,dell,8380.0,"round rock, tx 78664",data_scientist,False,True,False,False,False,True,False,True,True,False,True,False,False
controls and automation scientist,national oilwell varco,2325.0,"cedar park, tx 78613",different_field,False,True,False,False,False,False,False,True,False,False,False,True,False
billing call center representative,natera,34.0,"austin, tx",different_field,False,True,False,False,False,False,False,False,True,False,True,False,True
machine learning scientist,amazon.com,25902.0,"austin, tx",machine_learning_engineer,True,True,False,False,True,True,False,True,False,False,True,True,False
"research engineering/ scientist associate iv - research engineering scientist associate iv, neurosurgery",university of texas at austin,772.0,"austin, tx",different_field,False,True,False,False,False,False,False,True,True,False,False,False,True
senior software engineer - c++ for scientific toolkits & high performance algorithms,heartflow,4.0,"austin, tx",different_field,True,True,False,False,False,False,False,False,True,False,False,True,False
software defined radio (sdr) fpga principal engineer- secret required,caci,1359.0,"austin, tx 78759",different_field,False,True,False,False,False,False,False,False,False,False,True,False,False
"senior software engineer, crm","retailmenot, inc.",13.0,"austin, tx",different_field,True,True,False,False,True,True,False,False,False,False,False,False,False
principal data scientist,prestige staffing,139.0,"austin, tx 78759",data_scientist,True,True,False,False,False,False,False,True,False,False,False,True,False
"data scientist 4, poker",zynga,77.0,"austin, tx",data_scientist,True,True,False,False,False,True,True,True,True,False,True,False,False
system engineer/ project engineer,caci,1359.0,"austin, tx 78759",different_field,False,True,False,False,False,False,False,False,False,False,True,False,False
system engineer/ project engineer- ts/sci required,caci,1359.0,"austin, tx 78759",different_field,False,True,False,False,False,False,False,False,False,False,True,False,False
dps - les - forensic scientist i-iii (firearms/toolmarks),texas department of public safety,231.0,"austin, tx",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
data scientist / operations research engineer,"advanced micro devices, inc.",357.0,"austin, tx",data_scientist,True,True,True,False,False,True,True,True,False,True,True,True,False
data analyst,applied systems inc.,74.0,"austin, tx",data_analyst,False,True,False,False,False,True,False,True,True,False,True,False,False
clinical data (data entry) operator i,natera,34.0,"austin, tx",different_field,False,True,False,False,False,False,False,False,False,False,True,False,False
sr data scientist - autonomy,sparkcognition,5.0,"austin, tx 78759",data_scientist,True,True,False,False,True,True,False,True,False,False,True,True,False
jr. accountant/bookkeeper,wunderman,195.0,"austin, tx",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
"consultant, data scientist",dell,8380.0,"round rock, tx 78664",data_scientist,True,True,True,False,False,True,True,True,True,True,True,True,False
senior data scientist -security & malware -deeparmor,sparkcognition,5.0,"austin, tx 78759",data_scientist,True,True,False,False,True,True,False,False,False,False,True,True,False
data scientist -transit,cubic corporation,358.0,"austin, tx",data_scientist,True,True,False,False,False,True,False,True,True,False,True,True,False
multi-int data scientist,caci,1359.0,"austin, tx 78759",data_scientist,True,True,False,False,False,True,False,True,False,False,False,True,False
senior data scientist,"retailmenot, inc.",13.0,"austin, tx",data_scientist,True,True,False,False,False,False,True,True,False,False,True,True,False
data scientist,ibm,22252.0,"austin, tx 73344",data_scientist,True,True,False,False,True,True,False,False,True,False,True,True,False
customer care (call center) specialist,natera,34.0,"austin, tx 78731",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
"data and machine learning technical trainer, google cloud platform",google,2474.0,"austin, tx",machine_learning_engineer,True,True,False,False,True,False,False,True,False,False,False,True,False
data science engineer,apple,5786.0,"austin, tx",data_scientist,True,True,False,False,True,True,False,False,True,False,True,True,False
environmental scientist and environmental scientist sr. (temporary),city of austin,265.0,"austin, tx 78702",different_field,False,True,False,False,False,False,False,False,False,False,True,False,False
sr data scientist - vision,sparkcognition,5.0,"austin, tx 78759",data_scientist,True,True,False,False,True,True,False,True,False,False,True,True,False
principal data scientist bl lab,the home depot,38633.0,"austin, tx 78716",data_scientist,True,True,False,False,False,True,False,False,False,False,True,False,False
statistical analyst,ledcor,548.0,"austin, tx",different_field,False,True,False,False,False,True,False,True,True,False,True,False,False
water resources planner / scientist - water business,black & veatch,413.0,"austin, tx 78701",different_field,False,True,False,False,False,False,False,False,False,False,False,False,False
human capital research scientist,icf,392.0,"austin, tx",different_field,False,True,False,False,False,False,False,False,True,True,True,False,False
principal data scientist,clockwork solutions,5.0,"austin, tx 78746",data_scientist,True,True,False,True,True,True,False,True,False,False,False,True,False
ai/ml scientist,general motors,5941.0,"austin, tx",different_field,True,True,False,False,False,False,False,False,False,False,False,True,False
