,position,company,reviews,city,state,position_type,roles,python,r,sas,oracle,java,sql,dataviz,statistics,excel,business_intelligence,communication,machine_learning,teamwork,1yr
197,data scientist,operation hope,44.0,atlanta,ga,data_scientist,data_scientist,True,True,False,False,True,True,True,True,True,False,True,True,False,False
198,advanced data scientist,honeywell,6121.0,atlanta,ga,data_scientist,data_scientist,True,True,False,False,False,True,True,False,False,False,False,True,False,False
199,data scientist,the coca-cola company,7236.0,atlanta,ga,data_scientist,data_scientist,False,True,False,False,False,True,False,True,False,False,False,False,False,False
200,data scientist iii,honeywell,6121.0,atlanta,ga,data_scientist,data_scientist,True,True,False,False,True,True,True,False,True,False,True,True,False,False
201,data scientist,u.s. bank,5416.0,atlanta,ga,data_scientist,data_scientist,True,True,True,False,False,True,False,True,False,False,False,False,False,False
202,data scientist,catalina marketing,78.0,atlanta,ga,data_scientist,data_scientist,True,True,False,False,False,False,False,True,False,False,True,True,False,False
203,data science solutions lead(data engineer)-ps10274,"anthem, inc.",3182.0,atlanta,ga,data_scientist,data_engineer,True,True,False,False,True,True,False,False,False,False,True,True,False,False
204,account executive - atlanta,"alteryx, inc.",5.0,atlanta,ga,other,different_field,False,True,False,False,False,False,False,False,True,True,True,False,False,False
205,clinical research coordinator/nurse,general dynamics information technology,5915.0,atlanta,ga,other,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
206,computer network defense (cnd) analyst,icf,392.0,atlanta,ga,analyst,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
207,computer operator/support engineer,oversight systems,6.0,atlanta,ga,engineer,different_field,False,True,False,False,False,True,False,False,True,False,True,False,False,False
208,"sr. manager , data science forecasting",newell brands,912.0,atlanta,ga,data_scientist,data_scientist,True,True,True,False,False,False,False,True,False,False,True,True,False,False
209,operations research analyst (contractor role),norfolk southern corp,722.0,atlanta,ga,analyst,different_field,False,True,False,False,True,True,False,False,True,False,True,False,False,False
210,director of monitoring and evaluation,united way,1365.0,atlanta,ga,other,different_field,False,True,True,False,False,False,False,False,True,False,False,False,False,False
211,post doctoral fellow biochemistry,emory university,550.0,atlanta,ga,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
212,sr data analyst supply chain,the home depot,38844.0,atlanta,ga,analyst,data_analyst,True,True,True,True,True,True,False,True,True,False,True,True,False,False
213,chronic disease portfolio lead,icf,392.0,atlanta,ga,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
214,compensation and hris analyst,scientific research corporation,90.0,atlanta,ga,analyst,different_field,False,True,False,False,False,False,False,True,True,False,True,False,False,False
215,sr quantitative finance analyst,bank of america,21954.0,atlanta,ga,analyst,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
216,"director, customer analytics","carters, inc",1178.0,atlanta,ga,analyst,different_field,False,True,False,False,False,False,True,False,False,False,False,False,False,False
217,information systems security officer - rsd,georgia tech research institute,496.0,atlanta,ga,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,True,False
218,data science - senior manager - atlanta,capgemini,5720.0,atlanta,ga,data_scientist,data_scientist,True,True,True,True,False,True,False,True,True,False,False,True,False,False
219,account executive - healthcare sales,chartspan,11.0,atlanta,ga,other,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
220,front end engineer,loyal,10.0,atlanta,ga,engineer,different_field,False,True,False,False,True,False,False,False,True,False,False,True,False,False
221,"professional development manager - mckinsey academy, new ventures",mckinsey & company,385.0,atlanta,ga,other,different_field,False,True,False,False,False,False,False,False,True,False,False,False,False,False
222,software researcher - cipher,georgia tech research institute,496.0,atlanta,ga,other,different_field,True,True,False,False,True,False,False,False,False,False,False,False,False,False
223,systems software engineer,emory university,550.0,atlanta,ga,engineer,different_field,False,True,False,False,True,True,False,False,False,False,True,False,False,False
224,digital marketing consultant - automotive retail - atlanta,cdk global,230.0,atlanta,ga,other,different_field,False,True,False,False,False,False,False,False,True,False,False,False,False,False
225,senior packaging engineer i - pet,the coca-cola company,7236.0,atlanta,ga,engineer,different_field,False,True,False,False,False,False,False,False,True,False,False,False,False,False
226,"junior devops software engineer – secureworks – atlanta, ga, austin, tx or remote",dell,8380.0,atlanta,ga,engineer,different_field,True,True,False,False,False,False,False,False,False,False,False,False,False,False
227,"senior scientist, development",asuragen,8.0,austin,tx,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
228,data software engineer,kelvin,5.0,austin,tx,engineer,different_field,True,True,False,False,False,True,False,False,False,False,False,False,False,False
229,bioinformatics scientist,premierehire,5.0,austin,tx,data_scientist,different_field,True,True,False,False,False,False,False,False,False,False,True,False,False,False
230,"research engineering/ scientist associate ii - research associate, data integration team, department of population health",university of texas at austin,772.0,austin,tx,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
231,lead data scientist,clockwork solutions,5.0,austin,tx,data_scientist,data_scientist,True,True,False,True,True,True,True,True,False,False,False,True,False,False
232,"sr software engineer, applied machine learning",apple,5786.0,austin,tx,machine_learning,machine_learning_engineer,False,True,False,False,True,True,False,False,True,False,True,True,False,False
233,"senior operations analyst, omni",spectrum brands,228.0,austin,tx,analyst,different_field,False,True,True,False,False,False,False,False,True,False,True,False,True,False
234,senior machine learning research scientist,arm,31.0,austin,tx,machine_learning,machine_learning_engineer,False,True,False,False,False,False,False,False,False,False,True,True,False,False
235,gbo data scientist - sr. advisor,dell,8380.0,round rock,tx,data_scientist,data_scientist,False,True,False,False,False,True,False,True,True,False,True,False,False,False
236,controls and automation scientist,national oilwell varco,2325.0,cedar park,tx,data_scientist,different_field,False,True,False,False,False,False,False,True,False,False,False,True,False,False
237,billing call center representative,natera,34.0,austin,tx,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,True,False
238,machine learning scientist,amazon.com,25902.0,austin,tx,machine_learning,machine_learning_engineer,True,True,False,False,True,True,False,True,False,False,True,True,False,False
239,"research engineering/ scientist associate iv - research engineering scientist associate iv, neurosurgery",university of texas at austin,772.0,austin,tx,data_scientist,different_field,False,True,False,False,False,False,False,True,True,False,False,False,True,False
240,senior software engineer - c++ for scientific toolkits & high performance algorithms,heartflow,4.0,austin,tx,engineer,different_field,True,True,False,False,False,False,False,False,True,False,False,True,False,False
241,software defined radio (sdr) fpga principal engineer- secret required,caci,1359.0,austin,tx,engineer,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
242,"senior software engineer, crm","retailmenot, inc.",13.0,austin,tx,engineer,different_field,True,True,False,False,True,True,False,False,False,False,False,False,False,False
243,principal data scientist,prestige staffing,139.0,austin,tx,data_scientist,data_scientist,True,True,False,False,False,False,False,True,False,False,False,True,False,False
244,"data scientist 4, poker",zynga,77.0,austin,tx,data_scientist,data_scientist,True,True,False,False,False,True,True,True,True,False,True,False,False,False
245,system engineer/ project engineer,caci,1359.0,austin,tx,engineer,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
246,system engineer/ project engineer- ts/sci required,caci,1359.0,austin,tx,engineer,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
247,dps - les - forensic scientist i-iii (firearms/toolmarks),texas department of public safety,231.0,austin,tx,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
248,data scientist / operations research engineer,"advanced micro devices, inc.",357.0,austin,tx,data_scientist,data_scientist,True,True,True,False,False,True,True,True,False,True,True,True,False,True
